DOI	Date	License
10.1101/112532	2017-02-28	None
10.1101/112540	2017-02-28	CC BY
10.1101/112557	2017-02-28	CC BY-NC-ND
10.1101/112565	2017-02-28	CC BY-NC
10.1101/112573	2017-03-05	CC BY-NC-ND
10.1101/112581	2017-02-28	CC BY-NC
10.1101/112599	2017-02-28	None
10.1101/112607	2017-03-03	CC BY-NC-ND
10.1101/112623	2017-02-28	None
10.1101/112631	2017-03-01	CC BY-NC-ND
10.1101/112649	2017-03-01	None
10.1101/112656	2017-03-01	CC BY
10.1101/112664	2017-03-01	CC BY-ND
10.1101/112672	2017-03-01	CC BY-NC-ND
10.1101/112680	2017-03-03	CC BY-NC-ND
10.1101/112698	2017-03-01	CC BY-NC-ND
10.1101/112714	2017-03-02	CC BY-NC-ND
10.1101/112730	2017-03-01	CC BY-ND
10.1101/112748	2017-03-01	CC BY
10.1101/112755	2017-03-01	None
10.1101/112763	2017-03-02	CC BY-NC-ND
10.1101/112797	2017-03-01	CC BY-NC-ND
10.1101/112813	2017-03-01	CC BY
10.1101/112847	2017-03-02	CC BY
10.1101/112854	2017-03-01	CC BY-NC-ND
10.1101/112862	2017-03-02	None
10.1101/112870	2017-03-01	CC BY-ND
10.1101/112896	2017-03-13	CC BY-ND
10.1101/112904	2017-03-02	CC BY
10.1101/112912	2017-04-10	CC BY
10.1101/112920	2017-03-02	CC BY
10.1101/112946	2017-03-02	CC BY-ND
10.1101/112953	2017-03-02	CC BY-NC-ND
10.1101/112979	2017-03-02	CC BY-NC
10.1101/112987	2017-03-02	CC BY-NC-ND
10.1101/112995	2017-03-02	None
10.1101/113001	2017-03-02	CC BY-NC-ND
10.1101/113019	2017-03-06	None
10.1101/113027	2017-03-02	CC BY-NC-ND
10.1101/113035	2017-03-02	CC BY-NC-ND
10.1101/113043	2017-03-03	CC BY
10.1101/113050	2017-05-17	CC BY-NC-ND
10.1101/113068	2017-03-02	None
10.1101/113100	2017-03-03	CC BY-NC-ND
10.1101/113126	2017-03-02	CC BY-NC-ND
10.1101/113134	2017-03-02	CC BY-NC-ND
10.1101/113142	2017-03-02	CC BY-NC
10.1101/113167	2017-03-02	CC BY
10.1101/113175	2017-03-02	CC BY-NC-ND
10.1101/113183	2017-03-02	CC BY
10.1101/113191	2017-03-02	None
10.1101/113209	2017-03-03	None
10.1101/113217	2017-03-03	CC BY-NC-ND
10.1101/113225	2017-03-02	CC BY
10.1101/113241	2017-03-03	CC BY-NC-ND
10.1101/113266	2017-03-13	CC BY
10.1101/113274	2017-03-03	None
10.1101/113282	2017-03-03	CC BY-NC-ND
10.1101/113308	2017-03-03	CC BY-NC-ND
10.1101/113316	2017-03-03	CC BY-NC
10.1101/113324	2017-03-03	CC BY-NC-ND
10.1101/113340	2017-03-03	CC BY-NC-ND
10.1101/113357	2017-03-03	None
10.1101/113365	2017-03-03	CC BY-NC-ND
10.1101/113373	2017-03-03	CC BY-NC-ND
10.1101/113415	2017-03-03	CC BY-NC
10.1101/113423	2017-03-03	CC BY-NC
10.1101/113449	2017-03-03	CC BY-NC
10.1101/113456	2017-03-03	None
10.1101/113472	2017-03-03	CC BY-NC
10.1101/113480	2017-03-03	None
10.1101/113498	2017-03-03	CC BY-NC-ND
10.1101/113506	2017-03-06	CC BY
10.1101/113514	2017-03-03	None
10.1101/113522	2017-03-03	CC BY-NC
10.1101/113530	2017-03-03	None
10.1101/113548	2017-03-05	None
10.1101/113563	2017-03-03	CC BY-NC-ND
10.1101/113571	2017-03-04	None
10.1101/113597	2017-03-07	CC BY
10.1101/113605	2017-03-04	CC BY-NC-ND
10.1101/113613	2017-03-04	CC BY-NC
10.1101/113621	2017-03-04	CC BY
10.1101/113647	2017-03-24	CC BY-NC-ND
10.1101/113654	2017-03-06	CC BY
10.1101/113670	2017-03-04	CC BY-NC-ND
10.1101/113688	2017-03-04	CC BY-NC-ND
10.1101/113696	2017-03-04	None
10.1101/113704	2017-03-04	CC BY-NC-ND
10.1101/113712	2017-03-07	None
10.1101/113720	2017-03-04	CC BY-NC
10.1101/113746	2017-03-04	None
10.1101/113753	2017-03-08	CC BY
10.1101/113779	2017-03-04	CC BY-NC-ND
10.1101/113787	2017-03-05	CC BY
10.1101/113795	2017-03-04	None
10.1101/113803	2017-03-04	None
10.1101/113829	2017-03-06	None
10.1101/113837	2017-03-03	None
10.1101/113845	2017-03-03	None
10.1101/113852	2017-03-04	CC BY-NC-ND
10.1101/113860	2017-03-08	None
10.1101/113878	2017-03-06	None
10.1101/113936	2017-03-04	CC BY-NC
10.1101/113944	2017-03-04	CC BY-NC-ND
10.1101/113951	2017-03-04	CC BY-NC-ND
10.1101/113969	2017-03-05	None
10.1101/113985	2017-03-04	None
10.1101/113993	2017-03-05	None
10.1101/114025	2017-03-08	CC BY-NC-ND
10.1101/114033	2017-03-05	None
10.1101/114058	2017-03-05	None
10.1101/114074	2017-03-05	CC BY-NC
10.1101/114082	2017-03-06	None
10.1101/114090	2017-03-05	None
10.1101/114108	2017-03-07	CC BY-NC-ND
10.1101/114116	2017-03-05	CC BY-NC-ND
10.1101/114124	2017-03-14	CC BY-NC-ND
10.1101/114132	2017-03-05	CC BY-NC-ND
10.1101/114157	2017-03-06	CC BY
10.1101/114165	2017-03-06	CC BY-NC
10.1101/114173	2017-03-06	CC BY-NC-ND
10.1101/114199	2017-03-06	None
10.1101/114207	2017-03-06	CC BY
10.1101/114215	2017-03-06	CC BY-ND
10.1101/114249	2017-03-06	None
10.1101/114256	2017-03-06	CC BY-NC
10.1101/114272	2017-03-07	None
10.1101/114298	2017-03-06	CC BY
10.1101/114306	2017-03-06	CC BY-NC
10.1101/114314	2017-03-06	CC BY-NC-ND
10.1101/114322	2017-03-06	None
10.1101/114330	2017-03-06	CC BY
10.1101/114348	2017-03-06	CC BY-NC
10.1101/114355	2017-03-06	None
10.1101/114363	2017-03-08	CC BY-NC-ND
10.1101/114371	2017-03-06	None
10.1101/114397	2017-03-06	CC BY-NC-ND
10.1101/114405	2017-03-08	CC BY-NC-ND
10.1101/114413	2017-03-07	None
10.1101/114439	2017-03-06	None
10.1101/114447	2017-03-06	CC BY-NC-ND
10.1101/114454	2017-03-06	CC BY-NC-ND
10.1101/114462	2017-03-06	None
10.1101/114470	2017-03-06	CC BY-ND
10.1101/114488	2017-03-06	CC BY-NC
10.1101/114496	2017-03-07	None
10.1101/114504	2017-03-06	CC BY
10.1101/114512	2017-03-07	CC BY-NC-ND
10.1101/114520	2017-03-07	CC BY-NC-ND
10.1101/114538	2017-03-07	CC BY-NC
10.1101/114546	2017-03-06	None
10.1101/114553	2017-03-07	None
10.1101/114561	2017-03-07	CC BY-NC-ND
10.1101/114579	2017-03-07	CC BY
10.1101/114587	2017-03-07	CC BY-NC
10.1101/114603	2017-03-07	CC BY-NC
10.1101/114611	2017-03-07	None
10.1101/114629	2017-03-07	None
10.1101/114637	2017-03-07	None
10.1101/114645	2017-03-07	CC BY-ND
10.1101/114652	2017-03-07	None
10.1101/114660	2017-03-07	CC BY
10.1101/114678	2017-03-08	CC BY-ND
10.1101/114686	2017-03-07	None
10.1101/114694	2017-03-07	CC BY
10.1101/114710	2017-03-20	CC BY
10.1101/114744	2017-03-07	CC BY-NC
10.1101/114751	2017-03-08	CC BY-NC
10.1101/114769	2017-03-07	CC BY-NC-ND
10.1101/114777	2017-03-07	None
10.1101/114785	2017-03-07	CC BY
10.1101/114793	2017-03-07	CC BY-NC
10.1101/114801	2017-03-07	None
10.1101/114819	2017-03-07	CC BY
10.1101/114827	2017-03-07	CC BY-NC-ND
10.1101/114835	2017-03-07	CC BY-NC-ND
10.1101/114850	2017-03-07	CC BY-NC-ND
10.1101/114868	2017-03-07	None
10.1101/114876	2017-03-07	None
10.1101/114884	2017-03-08	CC BY-NC-ND
10.1101/114892	2017-03-08	None
10.1101/114900	2017-03-07	CC BY-NC-ND
10.1101/114918	2017-03-07	CC BY
10.1101/114926	2017-03-08	CC BY-NC
10.1101/114959	2017-03-08	CC BY
10.1101/114967	2017-03-08	CC BY-NC-ND
10.1101/114975	2017-03-08	CC BY-NC
10.1101/114983	2017-03-08	CC BY-NC-ND
10.1101/114991	2017-03-08	CC BY-NC-ND
10.1101/115014	2017-03-08	CC BY-NC
10.1101/115022	2017-03-08	CC BY
10.1101/115030	2017-03-09	None
10.1101/115048	2017-03-08	None
10.1101/115055	2017-03-08	CC BY
10.1101/115063	2017-03-08	CC BY-NC-ND
10.1101/115071	2017-03-11	None
10.1101/115089	2017-03-08	None
10.1101/115097	2017-03-09	CC BY
10.1101/115105	2017-03-08	CC BY
10.1101/115121	2017-03-08	CC BY
10.1101/115139	2017-03-09	None
10.1101/115154	2017-03-09	None
10.1101/115170	2017-03-08	CC BY-NC
10.1101/115188	2017-03-09	CC BY-NC
10.1101/115196	2017-03-09	None
10.1101/115204	2017-03-08	None
10.1101/115212	2017-03-08	CC BY-ND
10.1101/115220	2017-03-14	CC BY-NC-ND
10.1101/115238	2017-03-09	CC BY-NC-ND
10.1101/115246	2017-03-09	CC BY
10.1101/115253	2017-03-09	None
10.1101/115261	2017-03-09	None
10.1101/115279	2017-03-10	CC BY-ND
10.1101/115287	2017-03-09	None
10.1101/115295	2017-03-08	CC BY
10.1101/115329	2017-03-09	None
10.1101/115345	2017-03-09	CC BY-NC-ND
10.1101/115360	2017-03-09	CC BY-NC-ND
10.1101/115378	2017-03-09	CC BY
10.1101/115386	2017-03-09	None
10.1101/115402	2017-03-09	CC BY-NC-ND
10.1101/115410	2017-03-09	CC BY-ND
10.1101/115428	2017-03-09	CC BY-NC-ND
10.1101/115436	2017-03-09	CC BY-NC-ND
10.1101/115444	2017-03-09	None
10.1101/115451	2017-03-09	CC BY-ND
10.1101/115477	2017-03-09	CC BY-ND
10.1101/115485	2017-03-10	CC BY
10.1101/115493	2017-03-09	None
10.1101/115501	2017-03-09	CC BY-ND
10.1101/115519	2017-03-09	None
10.1101/115527	2017-03-09	CC BY-NC-ND
10.1101/115535	2017-03-09	None
10.1101/115543	2017-03-09	CC BY-NC-ND
10.1101/115550	2017-03-12	CC BY
10.1101/115568	2017-03-09	None
10.1101/115576	2017-03-09	CC BY-NC
10.1101/115592	2017-03-09	CC BY-NC-ND
10.1101/115600	2017-03-10	None
10.1101/115618	2017-03-10	CC BY
10.1101/115659	2017-03-10	None
10.1101/115667	2017-03-10	CC BY-NC
10.1101/115675	2017-03-10	None
10.1101/115683	2017-03-10	CC BY-NC-ND
10.1101/115691	2017-03-10	None
10.1101/115709	2017-03-10	CC BY-NC-ND
10.1101/115717	2017-03-10	CC BY-ND
10.1101/115733	2017-03-10	CC BY-NC-ND
10.1101/115741	2017-03-10	CC BY-NC
10.1101/115758	2017-03-10	CC BY-NC-ND
10.1101/115774	2017-03-10	CC BY-NC
10.1101/115790	2017-03-10	CC BY
10.1101/115808	2017-03-10	CC BY-NC-ND
10.1101/115816	2017-03-10	CC BY
10.1101/115824	2017-03-10	CC BY-NC-ND
10.1101/115832	2017-03-10	None
10.1101/115840	2017-03-14	None
10.1101/115857	2017-03-10	None
10.1101/115865	2017-03-10	CC BY-NC-ND
10.1101/115873	2017-03-16	CC BY-NC-ND
10.1101/115881	2017-03-10	CC BY-NC
10.1101/115899	2017-03-10	None
10.1101/115907	2017-03-10	CC BY-NC-ND
10.1101/115915	2017-03-11	CC BY-NC-ND
10.1101/115923	2017-03-11	CC BY
10.1101/115931	2017-03-10	CC BY
10.1101/115949	2017-03-11	CC BY-NC
10.1101/115956	2017-03-10	CC BY
10.1101/115964	2017-03-12	CC BY-NC-ND
10.1101/115972	2017-03-10	None
10.1101/115980	2017-03-11	CC BY-NC-ND
10.1101/115998	2017-03-11	None
10.1101/116004	2017-03-11	CC BY-ND
10.1101/116012	2017-03-11	CC BY
10.1101/116020	2017-03-12	None
10.1101/116038	2017-03-11	None
10.1101/116046	2017-03-11	CC BY-NC-ND
10.1101/116053	2017-03-11	CC BY-NC-ND
10.1101/116061	2017-03-11	CC BY-NC-ND
10.1101/116079	2017-03-28	None
10.1101/116087	2017-03-12	CC BY-ND
10.1101/116095	2017-03-12	CC BY-ND
10.1101/116111	2017-03-12	CC BY-NC
10.1101/116129	2017-03-12	CC BY
10.1101/116145	2017-03-12	None
10.1101/116152	2017-03-12	None
10.1101/116160	2017-03-15	CC BY-NC
10.1101/116178	2017-03-13	None
10.1101/116186	2017-03-13	CC BY-NC-ND
10.1101/116194	2017-03-13	CC BY-NC
10.1101/116202	2017-03-14	CC BY-NC
10.1101/116236	2017-03-23	None
10.1101/116244	2017-03-13	None
10.1101/116251	2017-03-15	CC BY-NC-ND
10.1101/116269	2017-03-13	None
10.1101/116277	2017-03-13	CC BY-NC
10.1101/116285	2017-03-14	CC BY-NC
10.1101/116293	2017-03-14	CC BY-NC-ND
10.1101/116301	2017-03-15	CC BY
10.1101/116319	2017-03-13	CC BY
10.1101/116327	2017-03-13	CC BY-NC-ND
10.1101/116335	2017-03-22	CC BY-NC-ND
10.1101/116350	2017-03-13	CC BY
10.1101/116368	2017-03-14	None
10.1101/116376	2017-03-13	CC BY-NC-ND
10.1101/116384	2017-03-13	CC BY
10.1101/116392	2017-03-13	CC BY-NC-ND
10.1101/116400	2017-03-14	CC BY
10.1101/116418	2017-03-13	CC BY
10.1101/116426	2017-03-13	CC BY-NC-ND
10.1101/116434	2017-03-14	None
10.1101/116442	2017-03-14	CC BY-NC-ND
10.1101/116459	2017-03-14	CC BY
10.1101/116467	2017-03-14	None
10.1101/116475	2017-03-14	CC BY-NC-ND
10.1101/116491	2017-03-13	None
10.1101/116509	2017-03-14	CC BY-NC-ND
10.1101/116517	2017-03-14	None
10.1101/116533	2017-03-13	CC BY
10.1101/116541	2017-03-15	CC BY-NC-ND
10.1101/116558	2017-03-14	CC BY
10.1101/116566	2017-03-13	CC BY-NC
10.1101/116574	2017-03-13	CC BY-NC
10.1101/116582	2017-03-13	CC BY-NC-ND
10.1101/116590	2017-03-14	CC BY-NC
10.1101/116608	2017-03-17	CC BY-NC-ND
10.1101/116624	2017-03-14	CC BY
10.1101/116632	2017-03-14	CC BY-NC-ND
10.1101/116657	2017-03-15	None
10.1101/116665	2017-03-14	CC BY
10.1101/116673	2017-03-14	CC BY-NC-ND
10.1101/116681	2017-03-14	CC BY
10.1101/116699	2017-03-14	CC BY-ND
10.1101/116707	2017-03-14	None
10.1101/116715	2017-03-14	CC BY-NC-ND
10.1101/116731	2017-03-14	CC BY-NC
10.1101/116749	2017-03-14	CC BY-NC-ND
10.1101/116756	2017-03-14	CC BY
10.1101/116764	2017-03-15	CC BY-NC-ND
10.1101/116780	2017-03-14	CC BY-NC-ND
10.1101/116798	2017-03-14	None
10.1101/116806	2017-03-14	CC BY-NC-ND
10.1101/116814	2017-03-14	CC BY-NC-ND
10.1101/116822	2017-03-15	CC BY-NC-ND
10.1101/116855	2017-03-22	CC BY-NC-ND
10.1101/116863	2017-03-14	None
10.1101/116897	2017-03-14	None
10.1101/116905	2017-03-14	CC BY-NC-ND
10.1101/116913	2017-03-14	None
10.1101/116921	2017-03-17	CC BY-NC-ND
10.1101/116939	2017-03-15	None
10.1101/116947	2017-03-16	None
10.1101/116954	2017-03-15	CC BY
10.1101/116962	2017-03-15	None
10.1101/116970	2017-03-15	CC BY-NC
10.1101/116988	2017-03-15	None
10.1101/116996	2017-03-15	CC BY-NC-ND
10.1101/117010	2017-03-15	CC BY-NC
10.1101/117028	2017-04-14	CC BY-NC
10.1101/117044	2017-03-15	CC BY-NC-ND
10.1101/117051	2017-03-15	None
10.1101/117069	2017-03-15	CC BY-NC
10.1101/117085	2017-03-15	CC BY-NC-ND
10.1101/117093	2017-03-15	CC BY-NC-ND
10.1101/117101	2017-03-15	CC BY-NC-ND
10.1101/117119	2017-03-17	None
10.1101/117127	2017-03-20	CC BY-NC
10.1101/117135	2017-03-15	CC BY-NC-ND
10.1101/117143	2017-03-15	CC BY-NC-ND
10.1101/117150	2017-03-15	CC BY-NC
10.1101/117168	2017-06-01	CC BY-NC-ND
10.1101/117176	2017-03-15	CC BY-NC-ND
10.1101/117184	2017-03-15	CC BY-NC-ND
10.1101/117192	2017-03-15	CC BY-NC-ND
10.1101/117200	2017-03-15	CC BY
10.1101/117218	2017-03-15	CC BY
10.1101/117267	2017-03-16	CC BY-ND
10.1101/117291	2017-03-16	None
10.1101/117325	2017-03-16	CC BY-NC-ND
10.1101/117333	2017-03-16	None
10.1101/117341	2017-03-16	CC BY-NC-ND
10.1101/117374	2017-03-16	CC BY-NC-ND
10.1101/117382	2017-03-17	None
10.1101/117390	2017-03-23	CC BY
10.1101/117408	2017-03-24	CC BY
10.1101/117416	2017-03-16	CC BY
10.1101/117424	2017-03-16	CC BY-NC-ND
10.1101/117432	2017-03-16	CC BY-ND
10.1101/117440	2017-03-16	CC BY
10.1101/117465	2017-03-16	CC BY
10.1101/117473	2017-03-17	CC BY-NC-ND
10.1101/117481	2017-03-17	CC BY-NC-ND
10.1101/117499	2017-03-16	CC BY-NC-ND
10.1101/117507	2017-03-16	CC BY-NC-ND
10.1101/117515	2017-03-16	CC BY-ND
10.1101/117523	2017-03-18	CC BY-NC-ND
10.1101/117531	2017-03-16	CC BY-ND
10.1101/117556	2017-03-17	CC BY
10.1101/117564	2017-03-16	None
10.1101/117572	2017-03-16	None
10.1101/117580	2017-03-16	None
10.1101/117598	2017-03-17	CC BY-NC-ND
10.1101/117606	2017-03-17	CC BY-NC-ND
10.1101/117614	2017-03-16	CC BY-NC
10.1101/117622	2017-03-17	None
10.1101/117630	2017-03-16	CC BY-NC-ND
10.1101/117648	2017-03-23	CC BY-NC-ND
10.1101/117663	2017-03-16	CC BY-NC
10.1101/117689	2017-03-16	CC BY-NC-ND
10.1101/117705	2017-03-18	CC BY
10.1101/117713	2017-03-17	CC BY-ND
10.1101/117762	2017-03-17	None
10.1101/117770	2017-03-17	CC BY
10.1101/117788	2017-03-17	CC BY-NC-ND
10.1101/117796	2017-03-17	None
10.1101/117804	2017-03-17	None
10.1101/117812	2017-03-20	CC BY-NC
10.1101/117838	2017-03-17	CC BY
10.1101/117846	2017-03-17	CC BY
10.1101/117853	2017-03-17	CC BY-NC-ND
10.1101/117879	2017-03-17	CC BY-ND
10.1101/117887	2017-03-18	CC BY-NC
10.1101/117895	2017-03-17	CC BY-NC
10.1101/117903	2017-03-17	None
10.1101/117911	2017-03-17	CC BY
10.1101/117929	2017-03-17	CC BY
10.1101/117937	2017-03-17	CC BY-NC
10.1101/117945	2017-03-18	CC BY-NC-ND
10.1101/117952	2017-03-17	None
10.1101/117960	2017-03-18	None
10.1101/117978	2017-03-18	CC BY
10.1101/117994	2017-03-18	CC BY
10.1101/118000	2017-03-18	CC BY-NC
10.1101/118018	2017-03-18	CC BY-NC
10.1101/118026	2017-03-18	CC BY-NC
10.1101/118034	2017-03-18	CC BY
10.1101/118059	2017-03-18	CC BY
10.1101/118067	2017-03-18	CC BY-NC-ND
10.1101/118083	2017-03-18	None
10.1101/118091	2017-03-18	None
10.1101/118109	2017-03-21	CC BY-NC-ND
10.1101/118117	2017-03-18	CC BY
10.1101/118125	2017-03-18	CC BY
10.1101/118133	2017-03-19	None
10.1101/118141	2017-03-18	None
10.1101/118166	2017-03-18	None
10.1101/118174	2017-03-18	CC BY-NC-ND
10.1101/118182	2017-03-18	CC BY-NC-ND
10.1101/118190	2017-03-18	CC BY-NC-ND
10.1101/118216	2017-03-18	CC BY-NC-ND
10.1101/118224	2017-03-18	CC BY-NC-ND
10.1101/118232	2017-03-18	CC BY-NC-ND
10.1101/118240	2017-03-19	CC BY
10.1101/118257	2017-03-18	CC BY-NC-ND
10.1101/118265	2017-03-19	None
10.1101/118273	2017-03-19	CC BY-NC-ND
10.1101/118281	2017-03-18	CC BY
10.1101/118299	2017-05-09	CC BY-NC-ND
10.1101/118307	2017-03-19	CC BY-NC-ND
10.1101/118315	2017-03-19	None
10.1101/118323	2017-03-19	CC BY
10.1101/118331	2017-03-19	CC BY-NC-ND
10.1101/118349	2017-03-20	CC BY
10.1101/118356	2017-03-20	CC BY
10.1101/118364	2017-03-20	CC BY-NC-ND
10.1101/118372	2017-03-20	CC BY
10.1101/118380	2017-03-20	None
10.1101/118398	2017-03-20	CC BY-NC-ND
10.1101/118448	2017-03-20	CC BY-NC-ND
10.1101/118455	2017-03-20	CC BY-NC-ND
10.1101/118463	2017-03-20	CC BY
10.1101/118471	2017-03-20	CC BY
10.1101/118489	2017-03-20	CC BY
10.1101/118497	2017-03-20	None
10.1101/118505	2017-03-25	CC BY-NC-ND
10.1101/118513	2017-03-20	CC BY
10.1101/118521	2017-03-20	CC BY-NC
10.1101/118539	2017-03-20	CC BY-NC
10.1101/118547	2017-03-20	CC BY
10.1101/118554	2017-03-20	CC BY
10.1101/118604	2017-03-21	None
10.1101/118612	2017-03-20	None
10.1101/118620	2017-03-24	None
10.1101/118638	2017-03-20	None
10.1101/118646	2017-03-20	CC BY
10.1101/118661	2017-03-20	CC BY
10.1101/118687	2017-03-20	None
10.1101/118695	2017-03-21	CC BY-NC-ND
10.1101/118703	2017-03-20	None
10.1101/118711	2017-03-20	CC BY-NC-ND
10.1101/118729	2017-03-20	CC BY
10.1101/118737	2017-03-20	None
10.1101/118745	2017-03-20	CC BY-NC-ND
10.1101/118752	2017-03-20	CC BY-NC-ND
10.1101/118760	2017-03-20	CC BY
10.1101/118778	2017-03-20	None
10.1101/118786	2017-03-20	CC BY-NC-ND
10.1101/118794	2017-03-21	CC BY
10.1101/118802	2017-03-21	CC BY-NC
10.1101/118810	2017-03-20	CC BY
10.1101/118836	2017-03-21	None
10.1101/118901	2017-03-21	None
10.1101/118919	2017-03-21	CC BY-ND
10.1101/118927	2017-03-21	CC BY-ND
10.1101/118935	2017-03-21	CC BY-NC-ND
10.1101/118943	2017-03-21	CC BY-NC-ND
10.1101/118950	2017-03-21	None
10.1101/118968	2017-03-21	CC BY
10.1101/118976	2017-03-22	CC BY-NC-ND
10.1101/118992	2017-03-22	CC BY-NC
10.1101/119016	2017-03-21	CC BY
10.1101/119032	2017-03-22	CC BY-NC-ND
10.1101/119073	2017-03-21	CC BY-NC
10.1101/119081	2017-03-21	CC BY-NC-ND
10.1101/119099	2017-03-23	CC BY
10.1101/119115	2017-03-21	None
10.1101/119123	2017-03-22	None
10.1101/119131	2017-03-22	CC BY-NC-ND
10.1101/119156	2017-03-22	CC BY-NC-ND
10.1101/119164	2017-03-22	CC BY
10.1101/119180	2017-03-22	CC BY
10.1101/119206	2017-03-22	CC BY-NC
10.1101/119214	2017-03-22	CC BY-NC-ND
10.1101/119222	2017-03-22	CC BY-ND
10.1101/119230	2017-03-22	CC BY-NC-ND
10.1101/119248	2017-03-22	CC BY-NC-ND
10.1101/119255	2017-03-22	CC BY
10.1101/119271	2017-03-22	CC BY
10.1101/119289	2017-03-22	CC BY-NC-ND
10.1101/119297	2017-03-22	None
10.1101/119305	2017-03-22	None
10.1101/119313	2017-03-22	CC BY-NC-ND
10.1101/119339	2017-03-22	CC BY-ND
10.1101/119354	2017-03-22	None
10.1101/119362	2017-03-22	CC BY-NC
10.1101/119370	2017-03-22	CC BY-NC
10.1101/119388	2017-03-22	None
10.1101/119396	2017-03-22	None
10.1101/119404	2017-03-22	CC BY
10.1101/119412	2017-03-22	CC BY-NC-ND
10.1101/119420	2017-03-22	CC BY
10.1101/119438	2017-03-22	CC BY-NC-ND
10.1101/119446	2017-03-22	CC BY-NC-ND
10.1101/119453	2017-03-22	CC BY-NC-ND
10.1101/119461	2017-03-22	CC BY-NC-ND
10.1101/119479	2017-03-22	CC BY-NC-ND
10.1101/119495	2017-03-22	CC BY-NC-ND
10.1101/119503	2017-03-22	CC BY
10.1101/119511	2017-03-22	None
10.1101/119529	2017-03-22	CC BY-NC-ND
10.1101/119537	2017-03-22	CC BY-NC-ND
10.1101/119545	2017-03-22	CC BY-NC-ND
10.1101/119552	2017-03-22	CC BY-ND
10.1101/119560	2017-03-22	None
10.1101/119578	2017-03-22	CC BY
10.1101/119586	2017-03-22	CC BY
10.1101/119594	2017-03-23	CC BY
10.1101/119636	2017-03-22	CC BY-NC
10.1101/119644	2017-03-22	CC BY-NC-ND
10.1101/119651	2017-03-28	None
10.1101/119669	2017-03-23	None
10.1101/119677	2017-03-23	CC BY-NC-ND
10.1101/119693	2017-03-23	CC BY
10.1101/119701	2017-03-23	CC BY
10.1101/119719	2017-03-23	CC BY-NC-ND
10.1101/119727	2017-03-23	CC BY-NC-ND
10.1101/119735	2017-03-23	CC BY-ND
10.1101/119743	2017-03-23	CC BY-ND
10.1101/119768	2017-03-23	CC BY-NC-ND
10.1101/119776	2017-03-23	CC BY-NC-ND
10.1101/119784	2017-03-23	CC BY
10.1101/119792	2017-03-23	CC BY-NC
10.1101/119800	2017-04-12	None
10.1101/119818	2017-03-23	CC BY-NC-ND
10.1101/119826	2017-03-24	CC BY-NC
10.1101/119834	2017-03-23	CC BY-NC
10.1101/119867	2017-03-23	CC BY
10.1101/119891	2017-03-23	CC BY-NC
10.1101/119917	2017-03-23	None
10.1101/119925	2017-03-23	CC BY
10.1101/119933	2017-03-23	None
10.1101/119941	2017-03-23	CC BY
10.1101/119958	2017-03-23	None
10.1101/119966	2017-03-23	CC BY-NC
10.1101/119974	2017-03-24	None
10.1101/119982	2017-03-23	CC BY-NC-ND
10.1101/119990	2017-03-23	None
10.1101/120006	2017-03-23	CC BY-NC-ND
10.1101/120022	2017-03-24	None
10.1101/120048	2017-03-24	None
10.1101/120063	2017-03-24	CC BY-NC-ND
10.1101/120071	2017-03-24	None
10.1101/120097	2017-03-24	CC BY
10.1101/120105	2017-03-24	None
10.1101/120113	2017-03-24	CC BY-NC
10.1101/120121	2017-03-24	CC BY-NC-ND
10.1101/120147	2017-03-24	None
10.1101/120154	2017-03-24	CC BY
10.1101/120170	2017-03-25	None
10.1101/120188	2017-03-24	CC BY-NC-ND
10.1101/120196	2017-03-24	CC BY-ND
10.1101/120204	2017-03-24	CC BY
10.1101/120212	2017-03-24	CC BY
10.1101/120238	2017-04-19	None
10.1101/120253	2017-03-24	None
10.1101/120261	2017-03-26	CC BY
10.1101/120279	2017-03-24	None
10.1101/120295	2017-03-24	CC BY-ND
10.1101/120303	2017-03-24	None
10.1101/120311	2017-03-24	CC BY-NC-ND
10.1101/120329	2017-03-24	None
10.1101/120352	2017-03-24	CC BY-NC-ND
10.1101/120360	2017-03-24	None
10.1101/120378	2017-03-24	CC BY-NC-ND
10.1101/120386	2017-03-24	None
10.1101/120394	2017-03-24	CC BY-NC
10.1101/120402	2017-03-25	None
10.1101/120410	2017-03-26	CC BY-NC-ND
10.1101/120428	2017-03-24	None
10.1101/120444	2017-03-24	CC BY-NC-ND
10.1101/120451	2017-03-24	CC BY-NC-ND
10.1101/120469	2017-03-25	None
10.1101/120477	2017-03-24	CC BY
10.1101/120485	2017-03-24	CC BY-NC
10.1101/120493	2017-03-24	CC BY-NC
10.1101/120501	2017-03-24	CC BY-ND
10.1101/120519	2017-03-25	None
10.1101/120527	2017-03-25	CC BY-NC-ND
10.1101/120543	2017-03-25	CC BY
10.1101/120550	2017-04-10	CC BY-NC
10.1101/120584	2017-03-25	None
10.1101/120592	2017-03-26	None
10.1101/120600	2017-03-25	CC BY-NC
10.1101/120634	2017-03-25	CC BY
10.1101/120642	2017-03-26	CC BY
10.1101/120659	2017-03-26	CC BY
10.1101/120667	2017-03-26	None
10.1101/120675	2017-03-26	CC BY-NC-ND
10.1101/120683	2017-03-26	CC BY-NC-ND
10.1101/120691	2017-04-08	CC BY-ND
10.1101/120709	2017-03-26	CC BY
10.1101/120725	2017-03-26	CC BY
10.1101/120733	2017-03-26	CC BY-NC-ND
10.1101/120741	2017-04-04	None
10.1101/120758	2017-03-27	CC BY
