doi	date	subjects	license	version
10.1101/075267	September 14, 2016	Bioinformatics	CC BY-NC-ND	4.0
10.1101/074302	September 14, 2016	Ecology	CC BY-NC-ND	4.0
10.1101/075184	September 14, 2016	Bioinformatics	CC BY-NC-ND	4.0
10.1101/075077	September 14, 2016	Genomics	CC BY-ND	4.0
10.1101/075259	September 14, 2016	Bioinformatics		
10.1101/075168	September 14, 2016	Microbiology	CC BY-NC-ND	4.0
10.1101/075127	September 14, 2016	Cell Biology	CC BY-NC-ND	4.0
10.1101/075051	September 14, 2016	Synthetic Biology		
10.1101/074567	September 14, 2016	Biochemistry	CC BY-NC-ND	4.0
10.1101/075192	September 14, 2016	Epidemiology		
10.1101/075044	September 13, 2016	Cell Biology	CC BY-NC-ND	4.0
10.1101/075036	September 13, 2016	Developmental Biology	CC BY-NC-ND	4.0
10.1101/074963	September 13, 2016	Cell Biology		
10.1101/074971	September 13, 2016	Systems Biology	CC BY	4.0
10.1101/075002	September 13, 2016	Ecology		
10.1101/075028	September 13, 2016	Biophysics	CC BY	4.0
10.1101/074989	September 13, 2016	Evolutionary Biology	CC BY-NC-ND	4.0
10.1101/074872	September 13, 2016	Neuroscience	CC BY	4.0
10.1101/074864	September 13, 2016	Genetics	CC BY-ND	4.0
10.1101/074583	September 13, 2016	Evolutionary Biology	CC BY-NC-ND	4.0
10.1101/074898	September 13, 2016	Neuroscience	CC BY	4.0
10.1101/074815	September 13, 2016	Epidemiology		
10.1101/074054	September 13, 2016	Genetics	CC BY	4.0
10.1101/074476	September 13, 2016	Genetics	CC BY-NC-ND	4.0
10.1101/074880	September 13, 2016	Neuroscience	CC BY	4.0
10.1101/076919	September 23, 2016	Genomics		
10.1101/076992	September 23, 2016	Bioinformatics	CC BY-ND	4.0
10.1101/076794	September 23, 2016	Genomics	CC BY-NC-ND	4.0
10.1101/076935	September 23, 2016	Immunology		
10.1101/076976	September 23, 2016	Plant Biology	CC BY-NC-ND	4.0
10.1101/077065	September 23, 2016	Genetics		
10.1101/077107	September 23, 2016	Neuroscience	CC BY-NC-ND	4.0
10.1101/076612	September 23, 2016	Genetics	CC BY	4.0
10.1101/077115	September 23, 2016	Pharmacology	CC BY-NC	4.0
10.1101/077057	September 23, 2016	Genomics		
10.1101/076869	September 23, 2016	Ecology	CC BY-NC-ND	4.0
10.1101/077073	September 23, 2016	Bioinformatics	CC BY-NC-ND	4.0
10.1101/076885	September 23, 2016	Neuroscience		
10.1101/076893	September 23, 2016	Cell Biology	CC BY	4.0
10.1101/077099	September 23, 2016	Biophysics	CC BY-ND	4.0
10.1101/077321	September 25, 2016	Animal Behavior and Cognition	CC BY-NC-ND	4.0
10.1101/077354	September 25, 2016	Microbiology		
10.1101/077180	September 25, 2016	Genetics		
10.1101/077214	September 25, 2016	Neuroscience		
10.1101/077123	September 25, 2016	Genetics	CC BY-NC-ND	4.0
10.1101/077230	September 25, 2016	Neuroscience	CC BY-NC-ND	4.0
10.1101/077248	September 25, 2016	Biophysics	CC BY-NC-ND	4.0
10.1101/077297	September 25, 2016	Plant Biology	CC BY-NC-ND	4.0
10.1101/077271	September 25, 2016	Bioinformatics	CC BY	4.0
10.1101/077313	September 25, 2016	Genomics	CC BY-NC-ND	4.0
10.1101/077289	September 25, 2016	Plant Biology	CC BY-NC-ND	4.0
10.1101/077172	September 25, 2016	Genomics	CC BY	4.0
10.1101/077024	September 25, 2016	Neuroscience		
10.1101/077131	September 25, 2016	Neuroscience	CC BY	4.0
10.1101/075150	September 25, 2016	Bioinformatics	CC BY	4.0
10.1101/077677	September 26, 2016	Molecular Biology		
10.1101/077396	September 26, 2016	Neuroscience		
10.1101/077560	September 26, 2016	Microbiology	CC BY-ND	4.0
10.1101/077594	September 26, 2016	Evolutionary Biology	CC BY-NC-ND	4.0
10.1101/077586	September 26, 2016	Neuroscience		
10.1101/077388	September 26, 2016	Biophysics		
10.1101/077552	September 26, 2016	Ecology	CC BY-NC-ND	4.0
10.1101/077461	September 26, 2016	Neuroscience	CC BY-NC	4.0
10.1101/077636	September 26, 2016	Systems Biology	CC BY-ND	4.0
10.1101/077545	September 26, 2016	Bioengineering	CC BY-ND	4.0
10.1101/077537	September 26, 2016	Ecology	CC BY-ND	4.0
10.1101/077578	September 26, 2016	Genetics	CC BY-NC-ND	4.0
10.1101/077404	September 26, 2016	Genetics		
10.1101/077511	September 26, 2016	Bioinformatics		
10.1101/077487	September 26, 2016	Immunology	CC BY-NC	4.0
10.1101/077503	September 26, 2016	Bioinformatics		
10.1101/077412	September 26, 2016	Molecular Biology	CC BY-NC-ND	4.0
10.1101/077263	September 26, 2016	Neuroscience	CC BY-NC-ND	4.0
10.1101/077933	September 27, 2016	Cell Biology	CC BY-NC-ND	4.0
10.1101/077891	September 27, 2016	Neuroscience	CC BY-NC-ND	4.0
10.1101/077941	September 27, 2016	Genomics	CC BY	4.0
10.1101/077909	September 27, 2016	Biophysics		
10.1101/077818	September 27, 2016	Genomics	CC BY-ND	4.0
10.1101/077727	September 27, 2016	Genomics	CC BY-NC-ND	4.0
10.1101/077859	September 27, 2016	Neuroscience	CC BY	4.0
10.1101/077883	September 27, 2016	Developmental Biology	CC BY-NC-ND	4.0
10.1101/077966	September 27, 2016	Bioinformatics	CC BY-NC-ND	4.0
10.1101/077784	September 27, 2016	Neuroscience	CC BY-NC-ND	4.0
10.1101/077867	September 27, 2016	Genomics	CC BY	4.0
10.1101/077628	September 27, 2016	Epidemiology	CC BY-ND	4.0
10.1101/077776	September 27, 2016	Epidemiology	CC BY-ND	4.0
10.1101/077826	September 27, 2016	Evolutionary Biology		
10.1101/077305	September 27, 2016	Microbiology		
10.1101/077719	September 27, 2016	Neuroscience	CC BY-ND	4.0
10.1101/077701	September 27, 2016	Bioinformatics	CC BY-NC-ND	4.0
10.1101/077834	September 27, 2016	Neuroscience		
10.1101/077651	September 27, 2016	Genomics	CC BY-NC-ND	4.0
10.1101/077750	September 27, 2016	Bioinformatics	CC BY-ND	4.0
10.1101/077800	September 27, 2016	Biophysics	CC BY-NC-ND	4.0
10.1101/077743	September 27, 2016	Biophysics		
10.1101/077610	September 26, 2016	Microbiology	CC BY-NC-ND	4.0
10.1101/077669	September 26, 2016	Cell Biology	CC BY-NC-ND	4.0
10.1101/077693	September 26, 2016	Cell Biology	CC BY-NC-ND	4.0
10.1101/077685	September 26, 2016	Neuroscience	CC BY	4.0
10.1101/078048	September 28, 2016	Bioinformatics	CC BY-ND	4.0
10.1101/078097	September 28, 2016	Neuroscience	CC BY-NC-ND	4.0
10.1101/077917	September 28, 2016	Molecular Biology	CC BY-NC-ND	4.0
10.1101/077792	September 28, 2016	Cell Biology		
10.1101/078055	September 28, 2016	Neuroscience		
10.1101/078006	September 28, 2016	Neuroscience	CC BY-NC-ND	4.0
10.1101/077958	September 28, 2016	Evolutionary Biology	CC BY-NC-ND	4.0
10.1101/078014	September 28, 2016	Genetics		
10.1101/077644	September 28, 2016	Neuroscience	CC BY-NC-ND	4.0
10.1101/078279	September 28, 2016	Evolutionary Biology	CC BY	4.0
10.1101/078246	September 28, 2016	Bioinformatics	CC BY-ND	4.0
10.1101/078063	September 28, 2016	Bioinformatics		
10.1101/078196	September 28, 2016	Cell Biology	CC BY-NC	4.0
10.1101/078162	September 28, 2016	Molecular Biology	CC BY-NC-ND	4.0
10.1101/078188	September 28, 2016	Genetics	CC BY-ND	4.0
10.1101/078113	September 28, 2016	Biophysics		
10.1101/078170	September 28, 2016	Microbiology	CC BY	4.0
10.1101/078220	September 28, 2016	Ecology	CC BY-NC-ND	4.0
10.1101/078212	September 28, 2016	Bioinformatics	CC BY-NC	4.0
10.1101/078147	September 28, 2016	Biochemistry	CC BY	4.0
10.1101/077990	September 28, 2016	Bioinformatics	CC BY-NC	4.0
10.1101/078030	September 28, 2016	Biophysics		
10.1101/069005	September 29, 2016	Cell Biology	CC BY-NC-ND	4.0
10.1101/077875	September 29, 2016	Neuroscience	CC BY-NC	4.0
10.1101/077974	September 29, 2016	Neuroscience	CC BY	4.0
10.1101/078352	September 29, 2016	Biophysics	CC BY	4.0
10.1101/078204	September 29, 2016	Cell Biology	CC BY-NC-ND	4.0
10.1101/078675	September 30, 2016	Evolutionary Biology	CC BY-NC-ND	4.0
10.1101/078683	September 30, 2016	Genomics	CC BY-NC-ND	4.0
10.1101/078626	September 30, 2016	Biophysics	CC BY-NC-ND	4.0
10.1101/078717	September 30, 2016	Bioinformatics	CC BY-NC	4.0
10.1101/078469	September 30, 2016	Bioinformatics	CC BY	4.0
10.1101/078600	September 30, 2016	Genetics	CC BY-ND	4.0
10.1101/077222	September 30, 2016	Genetics		
10.1101/078642	September 30, 2016	Bioinformatics	CC BY-NC-ND	4.0
10.1101/078360	September 30, 2016	Genetics	CC BY-NC-ND	4.0
10.1101/078634	September 30, 2016	Bioinformatics		
10.1101/078618	September 30, 2016	Evolutionary Biology	CC BY-NC-ND	4.0
10.1101/078584	September 30, 2016	Evolutionary Biology	CC BY	4.0
10.1101/078329	September 30, 2016	Genetics	CC BY-NC-ND	4.0
10.1101/078261	September 30, 2016	Genomics	CC BY-ND	4.0
10.1101/078519	September 30, 2016	Cell Biology	CC BY-ND	4.0
10.1101/078428	September 30, 2016	Evolutionary Biology	CC BY-NC-ND	4.0
10.1101/078451	September 30, 2016	Genomics	CC BY-NC-ND	4.0
10.1101/078394	September 30, 2016	Plant Biology	CC BY-NC-ND	4.0
10.1101/078378	September 30, 2016	Bioinformatics		
10.1101/078154	September 30, 2016	Cell Biology	CC BY-NC-ND	4.0
10.1101/078477	September 30, 2016	Genomics	CC BY-NC	4.0
10.1101/078386	September 30, 2016	Bioinformatics	CC BY-NC	4.0
10.1101/078337	September 30, 2016	Biochemistry	CC BY-NC-ND	4.0
10.1101/078410	September 30, 2016	Neuroscience		
10.1101/078535	October 1, 2016	Ecology		
10.1101/078543	October 1, 2016	Biophysics		
10.1101/078550	October 1, 2016	Microbiology	CC BY-NC-ND	4.0
10.1101/078667	October 2, 2016	Genetics		
10.1101/078741	October 2, 2016	Genomics	CC BY-NC-ND	4.0
10.1101/078790	October 2, 2016	Genomics		
10.1101/078782	October 2, 2016	Genetics	CC BY-ND	4.0
10.1101/078733	October 1, 2016	Biochemistry		
10.1101/078774	October 1, 2016	Neuroscience		
10.1101/049122	October 1, 2016	Molecular Biology	CC BY-NC-ND	4.0
10.1101/078964	October 3, 2016	Neuroscience		
10.1101/078881	October 3, 2016	Neuroscience	CC BY	4.0
10.1101/079046	October 3, 2016	Ecology	CC BY-ND	4.0
10.1101/079038	October 3, 2016	Molecular Biology	CC BY	4.0
10.1101/078949	October 3, 2016	Cancer Biology	CC BY-NC-ND	4.0
10.1101/078998	October 3, 2016	Biophysics	CC BY-NC	4.0
10.1101/079012	October 3, 2016	Cancer Biology	CC BY	4.0
10.1101/078931	October 3, 2016	Neuroscience	CC BY-NC-ND	4.0
10.1101/078816	October 3, 2016	Neuroscience	CC BY-NC	4.0
10.1101/078659	October 3, 2016	Systems Biology	CC BY	4.0
10.1101/078501	October 3, 2016	Microbiology		
10.1101/078857	October 3, 2016	Neuroscience		
10.1101/078865	October 2, 2016	Genetics	CC BY-NC-ND	4.0
10.1101/078873	October 2, 2016	Neuroscience	CC BY-NC-ND	4.0
10.1101/078766	October 2, 2016	Neuroscience		
10.1101/078758	October 2, 2016	Neuroscience		
10.1101/079269	October 4, 2016	Neuroscience	CC BY-NC-ND	4.0
10.1101/079202	October 4, 2016	Neuroscience	CC BY	4.0
10.1101/079178	October 4, 2016	Neuroscience	CC BY-NC	4.0
10.1101/079244	October 4, 2016	Neuroscience	CC BY-NC-ND	4.0
10.1101/079186	October 4, 2016	Genomics	CC BY-NC-ND	4.0
10.1101/079145	October 4, 2016	Neuroscience	CC BY	4.0
10.1101/079152	October 4, 2016	Cancer Biology		
10.1101/079251	October 4, 2016	Microbiology	CC BY-ND	4.0
10.1101/079194	October 4, 2016	Ecology	CC BY	4.0
10.1101/079236	October 4, 2016	Physiology	CC BY-NC-ND	4.0
10.1101/078923	October 4, 2016	Epidemiology		
10.1101/079095	October 4, 2016	Synthetic Biology	CC BY-NC-ND	4.0
10.1101/079053	October 4, 2016	Cell Biology	CC BY-NC	4.0
10.1101/079061	October 4, 2016	Bioinformatics	CC BY-NC-ND	4.0
10.1101/079020	October 4, 2016	Evolutionary Biology	CC BY	4.0
10.1101/078907	October 4, 2016	Plant Biology	CC BY-NC-ND	4.0
10.1101/079087	October 4, 2016	Bioinformatics	CC BY	4.0
10.1101/078832	October 4, 2016	Plant Biology	CC BY-NC	4.0
10.1101/079442	October 5, 2016	Bioinformatics	CC BY-ND	4.0
10.1101/079434	October 5, 2016	Evolutionary Biology	CC BY-NC-ND	4.0
10.1101/079418	October 5, 2016	Genetics	CC BY-NC-ND	4.0
10.1101/079459	October 5, 2016	Genetics		
10.1101/079350	October 5, 2016	Scientific Communication and Education		
10.1101/079137	October 5, 2016	Microbiology	CC BY	4.0
10.1101/079327	October 5, 2016	Neuroscience	CC BY-NC-ND	4.0
10.1101/078592	October 5, 2016	Cell Biology	CC BY-NC-ND	4.0
10.1101/079293	October 5, 2016	Systems Biology	CC BY-NC-ND	4.0
10.1101/079301	October 5, 2016	Genomics		
10.1101/079384	October 5, 2016	Neuroscience	CC BY-NC	4.0
10.1101/079368	October 5, 2016	Evolutionary Biology	CC BY-NC-ND	4.0
10.1101/079335	October 5, 2016	Bioengineering	CC BY-NC-ND	4.0
10.1101/078253	October 5, 2016	Bioinformatics	CC BY-NC-ND	4.0
10.1101/079541	October 6, 2016	Bioinformatics		
10.1101/079483	October 6, 2016	Evolutionary Biology	CC BY-NC-ND	4.0
10.1101/078725	October 6, 2016	Neuroscience	CC BY-NC-ND	4.0
10.1101/079517	October 6, 2016	Genomics		
10.1101/079491	October 6, 2016	Genetics		
10.1101/079467	October 6, 2016	Neuroscience	CC BY-NC-ND	4.0
10.1101/079509	October 6, 2016	Bioinformatics		
10.1101/079707	October 7, 2016	Epidemiology		
10.1101/079814	October 7, 2016	Developmental Biology		
10.1101/079764	October 7, 2016	Bioengineering	CC BY-NC-ND	4.0
10.1101/079798	October 7, 2016	Neuroscience	CC BY-NC-ND	4.0
10.1101/079806	October 7, 2016	Neuroscience		
10.1101/079756	October 7, 2016	Neuroscience		
10.1101/079780	October 7, 2016	Ecology	CC BY	4.0
10.1101/079715	October 7, 2016	Biophysics		
10.1101/079657	October 7, 2016	Evolutionary Biology	CC BY-ND	4.0
10.1101/079632	October 7, 2016	Ecology		
10.1101/079533	October 7, 2016	Biophysics		
10.1101/079681	October 7, 2016	Bioinformatics	CC BY-NC-ND	4.0
10.1101/079723	October 7, 2016	Systems Biology	CC BY	4.0
10.1101/079343	October 7, 2016	Plant Biology	CC BY-NC-ND	4.0
10.1101/079673	October 7, 2016	Bioinformatics	CC BY-NC-ND	4.0
10.1101/079699	October 7, 2016	Animal Behavior and Cognition	CC BY-NC-ND	4.0
10.1101/079772	October 7, 2016	Bioinformatics		
10.1101/079731	October 7, 2016	Genetics	CC BY	4.0
10.1101/079749	October 7, 2016	Bioinformatics	CC BY-NC-ND	4.0
10.1101/079616	October 7, 2016	Evolutionary Biology		
10.1101/079582	October 7, 2016	Evolutionary Biology	CC BY-NC	4.0
10.1101/079608	October 7, 2016	Systems Biology	CC BY-NC	4.0
10.1101/079624	October 7, 2016	Evolutionary Biology	CC BY-NC-ND	4.0
10.1101/079566	October 7, 2016	Animal Behavior and Cognition	CC BY-NC	4.0
10.1101/079590	October 7, 2016	Bioinformatics	CC BY-NC	4.0
10.1101/079921	October 9, 2016	Bioinformatics	CC BY-NC-ND	4.0
10.1101/080028	October 9, 2016	Genetics		
10.1101/079939	October 9, 2016	Synthetic Biology	CC BY-NC-ND	4.0
10.1101/080010	October 9, 2016	Biochemistry	CC BY	4.0
10.1101/079970	October 9, 2016	Evolutionary Biology	CC BY-NC	4.0
10.1101/079889	October 9, 2016	Evolutionary Biology	CC BY-NC-ND	4.0
10.1101/079905	October 9, 2016	Bioinformatics	CC BY-NC-ND	4.0
10.1101/079871	October 9, 2016	Developmental Biology	CC BY-NC-ND	4.0
10.1101/079830	October 9, 2016	Genetics	CC BY-NC-ND	4.0
10.1101/079863	October 9, 2016	Genetics	CC BY-NC-ND	4.0
10.1101/080119	October 10, 2016	Ecology	CC BY-NC-ND	4.0
10.1101/079913	October 10, 2016	Pathology	CC BY	4.0
10.1101/080036	October 10, 2016	Bioinformatics	CC BY-NC	4.0
10.1101/080101	October 10, 2016	Bioinformatics		
10.1101/080135	October 10, 2016	Neuroscience	CC BY-NC	4.0
10.1101/080085	October 10, 2016	Evolutionary Biology	CC BY	4.0
10.1101/080044	October 10, 2016	Neuroscience		
10.1101/080051	October 10, 2016	Bioinformatics	CC BY-NC-ND	4.0
10.1101/080077	October 10, 2016	Microbiology	CC BY-NC-ND	4.0
10.1101/080127	October 10, 2016	Bioinformatics	CC BY-NC-ND	4.0
10.1101/076034	October 11, 2016	Bioinformatics		
10.1101/077529	October 11, 2016	Microbiology	CC BY-NC-ND	4.0
10.1101/080309	October 11, 2016	Neuroscience	CC BY-NC-ND	4.0
10.1101/080218	October 13, 2016	Bioengineering		
10.1101/080820	October 13, 2016	Genomics		
10.1101/080705	October 13, 2016	Neuroscience	CC BY-NC-ND	4.0
10.1101/080630	October 13, 2016	Evolutionary Biology	CC BY	4.0
10.1101/080721	October 13, 2016	Genomics	CC BY-NC-ND	4.0
10.1101/080739	October 13, 2016	Neuroscience		
10.1101/080655	October 13, 2016	Ecology	CC BY-NC-ND	4.0
10.1101/079525	October 13, 2016	Scientific Communication and Education	CC BY-NC-ND	4.0
10.1101/080697	October 13, 2016	Ecology		
10.1101/080663	October 13, 2016	Plant Biology	CC BY-NC-ND	4.0
10.1101/080804	October 13, 2016	Evolutionary Biology		
10.1101/080689	October 13, 2016	Genomics		
10.1101/080770	October 13, 2016	Genetics	CC BY	4.0
10.1101/080796	October 13, 2016	Genomics	CC BY	4.0
10.1101/080531	October 13, 2016	Biophysics		
10.1101/080754	October 13, 2016	Bioinformatics	CC BY-NC-ND	4.0
10.1101/080671	October 13, 2016	Ecology	CC BY	4.0
10.1101/080747	October 13, 2016	Molecular Biology		
10.1101/080465	October 12, 2016	Systems Biology	CC BY-NC-ND	4.0
10.1101/080648	October 12, 2016	Cell Biology	CC BY-NC	4.0
10.1101/080366	October 12, 2016	Epidemiology	CC BY	4.0
10.1101/080408	October 12, 2016	Microbiology	CC BY	4.0
10.1101/080580	October 12, 2016	Neuroscience	CC BY-NC-ND	4.0
10.1101/080374	October 12, 2016	Neuroscience	CC BY-NC-ND	4.0
10.1101/080333	October 12, 2016	Neuroscience	CC BY-NC-ND	4.0
10.1101/080242	October 12, 2016	Ecology	CC BY-NC-ND	4.0
10.1101/080598	October 12, 2016	Neuroscience		
10.1101/080317	October 12, 2016	Neuroscience	CC BY-NC-ND	4.0
10.1101/079954	October 12, 2016	Bioinformatics		
10.1101/080457	October 12, 2016	Ecology	CC BY-NC-ND	4.0
10.1101/080549	October 12, 2016	Physiology	CC BY-NC	4.0
10.1101/080572	October 12, 2016	Microbiology		
10.1101/079848	October 12, 2016	Neuroscience		
10.1101/080606	October 12, 2016	Evolutionary Biology	CC BY-NC-ND	4.0
10.1101/080556	October 12, 2016	Cell Biology	CC BY-NC-ND	4.0
10.1101/080226	October 12, 2016	Microbiology	CC BY-NC-ND	4.0
10.1101/079947	October 12, 2016	Evolutionary Biology		
10.1101/079996	October 12, 2016	Ecology		
10.1101/080341	October 12, 2016	Bioinformatics	CC BY-ND	4.0
10.1101/080325	October 12, 2016	Animal Behavior and Cognition		
10.1101/080200	October 12, 2016	Bioinformatics	CC BY	4.0
10.1101/080267	October 12, 2016	Neuroscience	CC BY-NC-ND	4.0
10.1101/080424	October 12, 2016	Genetics	CC BY-NC	4.0
10.1101/080143	October 12, 2016	Genomics		
10.1101/080283	October 12, 2016	Neuroscience		
10.1101/080176	October 12, 2016	Molecular Biology		
10.1101/080168	October 12, 2016	Evolutionary Biology	CC BY-NC	4.0
10.1101/080291	October 12, 2016	Evolutionary Biology	CC BY-NC-ND	4.0
10.1101/079574	October 12, 2016	Evolutionary Biology	CC BY-NC-ND	4.0
10.1101/080416	October 12, 2016	Systems Biology	CC BY-NC	4.0
10.1101/081018	October 14, 2016	Neuroscience	CC BY-NC-ND	4.0
10.1101/081075	October 14, 2016	Synthetic Biology	CC BY-NC-ND	4.0
10.1101/081158	October 14, 2016	Cancer Biology		
10.1101/081117	October 14, 2016	Genetics	CC BY-NC	4.0
10.1101/081091	October 14, 2016	Animal Behavior and Cognition		
10.1101/081174	October 14, 2016	Neuroscience	CC BY-NC-ND	4.0
10.1101/080507	October 14, 2016	Evolutionary Biology	CC BY	4.0
10.1101/080564	October 14, 2016	Bioinformatics	CC BY-NC-ND	4.0
10.1101/081109	October 14, 2016	Neuroscience	CC BY-NC-ND	4.0
10.1101/080978	October 14, 2016	Bioinformatics	CC BY	4.0
10.1101/081125	October 14, 2016	Neuroscience	CC BY-NC-ND	4.0
10.1101/081083	October 14, 2016	Neuroscience	CC BY-NC-ND	4.0
10.1101/080960	October 14, 2016	Microbiology	CC BY-NC-ND	4.0
10.1101/080952	October 14, 2016	Evolutionary Biology		
10.1101/080994	October 14, 2016	Animal Behavior and Cognition		
10.1101/080788	October 14, 2016	Bioinformatics	CC BY-NC-ND	4.0
10.1101/081026	October 14, 2016	Bioinformatics		
10.1101/080895	October 14, 2016	Cancer Biology	CC BY-NC-ND	4.0
10.1101/080937	October 14, 2016	Neuroscience	CC BY-ND	4.0
10.1101/081042	October 14, 2016	Evolutionary Biology	CC BY-NC-ND	4.0
10.1101/077768	October 14, 2016	Ecology	CC BY-ND	4.0
10.1101/080853	October 14, 2016	Developmental Biology		
10.1101/080861	October 14, 2016	Neuroscience	CC BY-NC-ND	4.0
10.1101/074856	October 14, 2016	Neuroscience	CC BY-NC-ND	4.0
10.1101/080986	October 14, 2016	Ecology	CC BY-NC-ND	4.0
10.1101/080903	October 14, 2016	Bioinformatics		
10.1101/081000	October 14, 2016	Neuroscience	CC BY	4.0
10.1101/080887	October 14, 2016	Genetics		
10.1101/080879	October 14, 2016	Ecology	CC BY-NC-ND	4.0
10.1101/081257	October 15, 2016	Bioinformatics		
10.1101/080846	October 15, 2016	Microbiology	CC BY-NC	4.0
10.1101/081273	October 15, 2016	Bioinformatics		
10.1101/081281	October 15, 2016	Genetics	CC BY-NC-ND	4.0
10.1101/081067	October 15, 2016	Epidemiology	CC BY-NC-ND	4.0
10.1101/080713	October 15, 2016	Genetics	CC BY-NC	4.0
10.1101/081141	October 15, 2016	Genomics	CC BY-NC-ND	4.0
10.1101/081232	October 16, 2016	Epidemiology		
10.1101/081265	October 16, 2016	Bioinformatics		
10.1101/081240	October 16, 2016	Neuroscience	CC BY-NC	4.0
10.1101/081182	October 16, 2016	Genomics	CC BY-NC-ND	4.0
10.1101/081356	October 16, 2016	Neuroscience	CC BY-NC-ND	4.0
10.1101/080929	October 16, 2016	Systems Biology		
10.1101/081307	October 16, 2016	Evolutionary Biology	CC BY-NC-ND	4.0
10.1101/080432	October 16, 2016	Genetics		
10.1101/081216	October 16, 2016	Evolutionary Biology		
10.1101/081166	October 16, 2016	Neuroscience	CC BY	4.0
10.1101/081208	October 16, 2016	Neuroscience	CC BY-NC-ND	4.0
