doi	date	subjects	license	version
10.1101/044834	March 19, 2016	Immunology	CC BY-NC-ND	4.0
10.1101/044784	March 19, 2016	Evolutionary Biology		
10.1101/044800	March 19, 2016	Cancer Biology	CC BY-NC-ND	4.0
10.1101/044826	March 19, 2016	Genetics	CC BY	4.0
10.1101/044735	March 19, 2016	Cell Biology	CC BY-NC-ND	4.0
10.1101/044792	March 19, 2016	Microbiology		
10.1101/044743	March 19, 2016	Systems Biology	CC BY-NC-ND	4.0
10.1101/041806	March 19, 2016	Evolutionary Biology	CC BY-ND	4.0
10.1101/044578	March 19, 2016	Bioinformatics	CC BY	4.0
10.1101/044552	March 19, 2016	Bioinformatics	CC BY	4.0
10.1101/044537	March 19, 2016	Cell Biology	CC BY-NC-ND	4.0
10.1101/044602	March 19, 2016	Cell Biology	CC BY-NC-ND	4.0
10.1101/044719	March 19, 2016	Genomics	CC BY	4.0
10.1101/044248	March 19, 2016	Scientific Communication	CC BY-NC-ND	4.0
10.1101/028910	March 18, 2016	Neuroscience		
10.1101/044156	March 18, 2016	Neuroscience	CC BY-NC-ND	4.0
10.1101/044339	March 18, 2016	Systems Biology	CC BY-NC-ND	4.0
10.1101/044545	March 18, 2016	Bioinformatics	CC BY-ND	4.0
10.1101/044628	March 18, 2016	Plant Biology		
10.1101/044636	March 18, 2016	Neuroscience		
10.1101/044586	March 18, 2016	Biophysics		
10.1101/044644	March 18, 2016	Cancer Biology	CC BY-NC-ND	4.0
10.1101/044677	March 18, 2016	Bioinformatics	CC BY-NC-ND	4.0
10.1101/044396	March 18, 2016	Molecular Biology		
10.1101/044503	March 18, 2016	Physiology		
10.1101/044487	March 18, 2016	Physiology		
10.1101/044461	March 18, 2016	Ecology		
10.1101/044495	March 18, 2016	Ecology	CC BY-ND	4.0
10.1101/044446	March 18, 2016	Evolutionary Biology		
10.1101/044289	March 18, 2016	Bioinformatics	CC BY	4.0
10.1101/044438	March 18, 2016	Neuroscience	CC BY-NC-ND	4.0
10.1101/044420	March 17, 2016	Cell Biology		
10.1101/044230	March 17, 2016	Biophysics	CC BY-NC-ND	4.0
10.1101/043885	March 17, 2016	Ecology		
10.1101/044073	March 17, 2016	Genomics		
10.1101/044305	March 17, 2016	Ecology	CC BY	4.0
10.1101/039560	March 17, 2016	Evolutionary Biology	CC BY-NC	4.0
10.1101/044453	March 17, 2016	Genomics	CC BY-NC-ND	4.0
10.1101/044354	March 17, 2016	Evolutionary Biology	CC BY-NC-ND	4.0
10.1101/044362	March 17, 2016	Evolutionary Biology	CC BY-ND	4.0
10.1101/044123	March 17, 2016	Genomics	CC BY-NC	4.0
10.1101/030254	March 17, 2016	Bioinformatics	CC BY	4.0
10.1101/033175	March 17, 2016	Genetics		
10.1101/044180	March 17, 2016	Animal Behavior and Cognition	CC BY-NC	4.0
10.1101/043372	March 17, 2016	Ecology		
10.1101/036277	March 17, 2016	Neuroscience		
10.1101/044198	March 16, 2016	Neuroscience		
10.1101/044214	March 16, 2016	Bioinformatics	CC BY-NC	4.0
10.1101/044206	March 16, 2016	Bioinformatics	CC BY-NC-ND	4.0
10.1101/043802	March 16, 2016	Bioinformatics	CC BY-NC-ND	4.0
10.1101/043844	March 16, 2016	Bioinformatics		
10.1101/035873	March 16, 2016	Bioinformatics	CC BY-ND	4.0
10.1101/044149	March 16, 2016	Developmental Biology	CC BY-NC-ND	4.0
10.1101/044081	March 16, 2016	Ecology	CC BY-NC-ND	4.0
10.1101/044107	March 16, 2016	Genomics	CC BY-ND	4.0
10.1101/044099	March 16, 2016	Bioinformatics	CC BY-NC	4.0
10.1101/044131	March 16, 2016	Systems Biology	CC BY-NC-ND	4.0
10.1101/044065	March 16, 2016	Neuroscience	CC BY-NC-ND	4.0
10.1101/043745	March 16, 2016	Neuroscience	CC BY-NC-ND	4.0
10.1101/043976	March 16, 2016	Neuroscience		
10.1101/043950	March 16, 2016	Neuroscience	CC BY-NC-ND	4.0
10.1101/043935	March 16, 2016	Molecular Biology	CC BY-NC-ND	4.0
10.1101/043893	March 16, 2016	Biochemistry	CC BY-NC-ND	4.0
10.1101/043786	March 16, 2016	Neuroscience	CC BY-NC-ND	4.0
10.1101/044016	March 16, 2016	Evolutionary Biology		
10.1101/044008	March 16, 2016	Ecology	CC BY	4.0
10.1101/044024	March 16, 2016	Genetics	CC BY	4.0
10.1101/044032	March 16, 2016	Microbiology	CC BY-NC-ND	4.0
10.1101/043919	March 16, 2016	Ecology	CC BY	4.0
10.1101/043927	March 16, 2016	Cancer Biology		
10.1101/043877	March 16, 2016	Evolutionary Biology	CC BY-NC-ND	4.0
10.1101/033738	March 16, 2016	Microbiology	CC BY-NC	4.0
10.1101/030205	March 16, 2016	Evolutionary Biology		
10.1101/042192	March 16, 2016	Evolutionary Biology	CC BY-NC-ND	4.0
10.1101/043778	March 15, 2016	Neuroscience	CC BY	4.0
10.1101/043752	March 15, 2016	Genetics	CC BY	4.0
10.1101/043828	March 15, 2016	Genetics	CC BY-NC	4.0
10.1101/043869	March 15, 2016	Plant Biology	CC BY-NC	4.0
10.1101/042952	March 15, 2016	Genomics	CC BY-NC-ND	4.0
10.1101/043901	March 15, 2016	Neuroscience	CC BY-NC-ND	4.0
10.1101/043836	March 15, 2016	Cell Biology	CC BY-NC-ND	4.0
10.1101/043729	March 15, 2016	Paleontology		
10.1101/043711	March 15, 2016	Neuroscience		
10.1101/043695	March 15, 2016	Genetics	CC BY-ND	4.0
10.1101/043570	March 15, 2016	Bioinformatics	CC BY-NC-ND	4.0
10.1101/043679	March 15, 2016	Bioinformatics		
10.1101/043851	March 15, 2016	Developmental Biology	CC BY-NC	4.0
10.1101/017491	March 15, 2016	Genetics	CC BY	4.0
10.1101/024620	March 15, 2016	Genomics	CC BY-NC	4.0
10.1101/043653	March 15, 2016	Genomics	CC BY	4.0
10.1101/043687	March 15, 2016	Genetics	CC BY-NC	4.0
10.1101/043810	March 15, 2016	Bioinformatics	CC BY-NC-ND	4.0
10.1101/043794	March 15, 2016	Bioinformatics	CC BY-NC-ND	4.0
10.1101/043513	March 15, 2016	Bioinformatics		
10.1101/043562	March 15, 2016	Genomics	CC BY-NC-ND	4.0
10.1101/042937	March 15, 2016	Genomics	CC BY-NC-ND	4.0
10.1101/043638	March 15, 2016	Evolutionary Biology	CC BY-NC-ND	4.0
10.1101/043737	March 15, 2016	Bioinformatics		
10.1101/043661	March 15, 2016	Bioinformatics		
10.1101/043547	March 15, 2016	Neuroscience		
10.1101/043554	March 15, 2016	Neuroscience		
10.1101/043620	March 15, 2016	Cancer Biology	CC BY-NC-ND	4.0
10.1101/043471	March 14, 2016	Molecular Biology	CC BY-NC-ND	4.0
10.1101/043042	March 13, 2016	Genomics	CC BY	4.0
10.1101/042986	March 13, 2016	Bioinformatics		
10.1101/043463	March 12, 2016	Genomics		
10.1101/043455	March 12, 2016	Evolutionary Biology	CC BY-NC-ND	4.0
10.1101/043398	March 12, 2016	Evolutionary Biology	CC BY-NC	4.0
10.1101/043422	March 12, 2016	Genetics	CC BY-NC-ND	4.0
10.1101/043414	March 12, 2016	Genomics	CC BY-NC-ND	4.0
10.1101/043075	March 12, 2016	Neuroscience	CC BY-NC-ND	4.0
10.1101/043315	March 12, 2016	Bioinformatics	CC BY	4.0
10.1101/043448	March 12, 2016	Bioinformatics	CC BY	4.0
10.1101/022939	March 12, 2016	Evolutionary Biology	CC BY-NC-ND	4.0
10.1101/043331	March 12, 2016	Ecology	CC BY-NC-ND	4.0
10.1101/043240	March 12, 2016	Genomics		
10.1101/043190	March 12, 2016	Genetics	CC BY-NC	4.0
10.1101/043257	March 11, 2016	Systems Biology	CC BY-NC-ND	4.0
10.1101/043307	March 11, 2016	Cell Biology	CC BY-NC-ND	4.0
10.1101/043281	March 11, 2016	Neuroscience		
10.1101/010934	March 11, 2016	Genetics		
10.1101/043299	March 11, 2016	Evolutionary Biology	CC BY	4.0
10.1101/043273	March 11, 2016	Neuroscience	CC BY	4.0
10.1101/043349	March 11, 2016	Systems Biology		
10.1101/042580	March 11, 2016	Bioinformatics		
10.1101/043364	March 11, 2016	Biophysics	CC BY-NC-ND	4.0
10.1101/043208	March 11, 2016	Ecology		
10.1101/037234	March 11, 2016	Neuroscience	CC BY	4.0
10.1101/043109	March 10, 2016	Neuroscience	CC BY-NC-ND	4.0
10.1101/043133	March 10, 2016	Cell Biology		
10.1101/043117	March 10, 2016	Genomics		
10.1101/042101	March 10, 2016	Genetics		
10.1101/043083	March 10, 2016	Ecology		
10.1101/043174	March 10, 2016	Evolutionary Biology	CC BY-NC-ND	4.0
10.1101/043166	March 10, 2016	Genomics		
10.1101/043091	March 10, 2016	Evolutionary Biology	CC BY-NC	4.0
10.1101/043182	March 10, 2016	Evolutionary Biology	CC BY-NC-ND	4.0
10.1101/034140	March 10, 2016	Bioinformatics	CC BY-ND	4.0
10.1101/042705	March 10, 2016	Microbiology	CC BY	4.0
10.1101/043000	March 9, 2016	Genetics		
10.1101/043034	March 9, 2016	Molecular Biology		
10.1101/043026	March 9, 2016	Evolutionary Biology		
10.1101/042994	March 9, 2016	Biophysics	CC BY-NC-ND	4.0
10.1101/040311	March 9, 2016	Evolutionary Biology	CC BY	4.0
10.1101/030122	March 9, 2016	Physiology	CC BY	4.0
10.1101/027235	March 9, 2016	Ecology	CC BY	4.0
10.1101/040386	March 9, 2016	Ecology	CC BY-ND	4.0
10.1101/028100	March 9, 2016	Genomics		
10.1101/042929	March 9, 2016	Neuroscience		
10.1101/042903	March 9, 2016	Bioinformatics	CC BY-NC-ND	4.0
10.1101/042770	March 9, 2016	Bioengineering	CC BY-NC-ND	4.0
10.1101/042978	March 9, 2016	Plant Biology		
10.1101/042895	March 9, 2016	Evolutionary Biology		
10.1101/036889	March 9, 2016	Genomics	CC BY	4.0
10.1101/042853	March 9, 2016	Bioinformatics	CC BY-NC-ND	4.0
10.1101/042879	March 9, 2016	Bioinformatics	CC BY-NC-ND	4.0
10.1101/042887	March 8, 2016	Physiology	CC BY-NC-ND	4.0
10.1101/040055	March 8, 2016	Genomics	CC BY-NC-ND	4.0
10.1101/042820	March 8, 2016	Genetics	CC BY-NC-ND	4.0
10.1101/042796	March 8, 2016	Evolutionary Biology	CC BY	4.0
10.1101/042846	March 8, 2016	Genetics	CC BY-NC-ND	4.0
10.1101/042788	March 8, 2016	Evolutionary Biology	CC BY	4.0
10.1101/040485	March 8, 2016	Bioinformatics	CC BY-ND	4.0
10.1101/040303	March 8, 2016	Genetics	CC BY	4.0
10.1101/032847	March 8, 2016	Bioinformatics	CC BY-ND	4.0
10.1101/038596	March 8, 2016	Evolutionary Biology	CC BY-NC-ND	4.0
10.1101/042739	March 7, 2016	Microbiology	CC BY-NC-ND	4.0
10.1101/042598	March 7, 2016	Evolutionary Biology	CC BY	4.0
10.1101/042614	March 7, 2016	Zoology		
10.1101/042630	March 7, 2016	Bioinformatics	CC BY-NC-ND	4.0
10.1101/042697	March 7, 2016	Physiology		
10.1101/042655	March 7, 2016	Bioinformatics		
10.1101/042572	March 7, 2016	Ecology		
10.1101/042663	March 7, 2016	Cell Biology		
10.1101/041855	March 7, 2016	Cancer Biology	CC BY-NC-ND	4.0
10.1101/041897	March 7, 2016	Ecology	CC BY-ND	4.0
10.1101/034603	March 7, 2016	Evolutionary Biology	CC BY-NC-ND	4.0
10.1101/042366	March 6, 2016	Evolutionary Biology		
10.1101/042382	March 6, 2016	Bioinformatics	CC BY-NC-ND	4.0
10.1101/042549	March 6, 2016	Evolutionary Biology	CC BY-NC-ND	4.0
10.1101/042218	March 6, 2016	Genetics	CC BY-NC-ND	4.0
10.1101/041020	March 6, 2016	Genomics		
10.1101/025809	March 6, 2016	Genetics	CC BY-NC-ND	4.0
10.1101/042523	March 5, 2016	Physiology	CC BY-NC	4.0
10.1101/042515	March 5, 2016	Genetics	CC BY	4.0
10.1101/042481	March 5, 2016	Systems Biology	CC BY-NC	4.0
10.1101/042499	March 5, 2016	Bioengineering	CC BY-NC-ND	4.0
10.1101/035287	March 5, 2016	Bioinformatics	CC BY	4.0
10.1101/042440	March 5, 2016	Evolutionary Biology	CC BY-ND	4.0
10.1101/042457	March 4, 2016	Genetics	CC BY-NC-ND	4.0
10.1101/042416	March 4, 2016	Neuroscience	CC BY	4.0
10.1101/042390	March 4, 2016	Evolutionary Biology	CC BY-NC-ND	4.0
10.1101/042424	March 4, 2016	Evolutionary Biology		
10.1101/042408	March 4, 2016	Systems Biology	CC BY-NC-ND	4.0
10.1101/042374	March 4, 2016	Bioinformatics	CC BY	4.0
10.1101/040907	March 4, 2016	Biochemistry	CC BY-NC-ND	4.0
10.1101/036863	March 4, 2016	Genomics	CC BY-NC-ND	4.0
10.1101/037200	March 4, 2016	Evolutionary Biology	CC BY-NC-ND	4.0
10.1101/035519	March 4, 2016	Systems Biology	CC BY-NC-ND	4.0
10.1101/022152	March 4, 2016	Bioinformatics	CC BY	4.0
10.1101/042358	March 4, 2016	Microbiology		
10.1101/042127	March 4, 2016	Systems Biology		
10.1101/042200	March 4, 2016	Bioinformatics	CC BY-ND	4.0
10.1101/042341	March 4, 2016	Ecology		
10.1101/034769	March 4, 2016	Bioinformatics	CC BY	4.0
10.1101/042309	March 3, 2016	Genomics	CC BY-NC-ND	4.0
10.1101/042317	March 3, 2016	Systems Biology	CC BY-NC-ND	4.0
10.1101/042325	March 3, 2016	Evolutionary Biology	CC BY-NC-ND	4.0
10.1101/042333	March 3, 2016	Plant Biology	CC BY-ND	4.0
10.1101/042291	March 3, 2016	Plant Biology	CC BY-NC-ND	4.0
10.1101/042176	March 3, 2016	Genetics		
10.1101/042267	March 3, 2016	Genomics	CC BY-NC-ND	4.0
10.1101/026633	March 3, 2016	Cancer Biology		
10.1101/040899	March 3, 2016	Plant Biology	CC BY-NC-ND	4.0
10.1101/037994	March 3, 2016	Ecology	CC BY-NC-ND	4.0
10.1101/026443	March 3, 2016	Genetics	CC BY-ND	4.0
10.1101/042226	March 3, 2016	Genetics	CC BY-NC-ND	4.0
10.1101/042242	March 3, 2016	Scientific Communication	CC BY-NC-ND	4.0
10.1101/042275	March 3, 2016	Synthetic Biology	CC BY	4.0
10.1101/042234	March 3, 2016	Cancer Biology		
10.1101/033621	March 3, 2016	Genetics	CC BY-ND	4.0
10.1101/024869	March 3, 2016	Genomics	CC BY-ND	4.0
10.1101/026120	March 3, 2016	Animal Behavior and Cognition	CC BY	4.0
10.1101/042184	March 2, 2016	Biophysics		
10.1101/042168	March 2, 2016	Neuroscience		
10.1101/041988	March 2, 2016	Bioinformatics	CC BY-NC-ND	4.0
10.1101/042150	March 2, 2016	Plant Biology	CC BY	4.0
10.1101/041913	March 2, 2016	Immunology		
10.1101/042135	March 2, 2016	Evolutionary Biology	CC BY-NC-ND	4.0
10.1101/042119	March 2, 2016	Cell Biology	CC BY-ND	4.0
10.1101/041962	March 2, 2016	Bioinformatics	CC BY	4.0
10.1101/027706	March 2, 2016	Animal Behavior and Cognition	CC BY-NC-ND	4.0
10.1101/033464	March 2, 2016	Genomics	CC BY	4.0
10.1101/041947	March 2, 2016	Pharmacology		
10.1101/041103	March 2, 2016	Neuroscience		
10.1101/038463	March 2, 2016	Genomics	CC BY	4.0
10.1101/041871	March 2, 2016	Synthetic Biology	CC BY-NC-ND	4.0
10.1101/038372	March 2, 2016	Evolutionary Biology	CC BY-NC-ND	4.0
10.1101/041863	March 2, 2016	Bioinformatics	CC BY	4.0
10.1101/024612	March 2, 2016	Systems Biology		
10.1101/041384	March 2, 2016	Bioinformatics	CC BY-NC	4.0
10.1101/042044	March 1, 2016	Genetics	CC BY-NC	4.0
10.1101/042051	March 1, 2016	Biophysics		
10.1101/042069	March 1, 2016	Evolutionary Biology		
10.1101/042002	March 1, 2016	Cell Biology	CC BY-NC	4.0
10.1101/042010	March 1, 2016	Evolutionary Biology	CC BY-NC	4.0
10.1101/042028	March 1, 2016	Plant Biology	CC BY-NC-ND	4.0
10.1101/042036	March 1, 2016	Genomics	CC BY-NC-ND	4.0
10.1101/041921	March 1, 2016	Genomics	CC BY	4.0
10.1101/041905	March 1, 2016	Microbiology		
10.1101/042085	March 1, 2016	Genetics	CC BY-NC-ND	4.0
10.1101/041996	March 1, 2016	Cancer Biology	CC BY-NC-ND	4.0
10.1101/032169	March 1, 2016	Microbiology		
10.1101/034900	March 1, 2016	Biochemistry	CC BY-ND	4.0
10.1101/041533	March 1, 2016	Evolutionary Biology	CC BY-NC	4.0
10.1101/031914	March 1, 2016	Evolutionary Biology	CC BY	4.0
10.1101/041822	February 29, 2016	Bioinformatics		
10.1101/041848	February 29, 2016	Bioinformatics		
10.1101/041889	February 29, 2016	Neuroscience	CC BY	4.0
10.1101/020503	February 29, 2016	Genomics		
10.1101/041137	February 29, 2016	Cancer Biology		
10.1101/041780	February 29, 2016	Neuroscience	CC BY-NC-ND	4.0
10.1101/041830	February 29, 2016	Evolutionary Biology	CC BY	4.0
10.1101/041715	February 29, 2016	Bioinformatics		
10.1101/041582	February 29, 2016	Systems Biology	CC BY	4.0
10.1101/034249	February 29, 2016	Physiology	CC BY-NC	4.0
10.1101/039651	February 29, 2016	Genomics		
10.1101/041731	February 29, 2016	Genetics		
10.1101/041772	February 29, 2016	Molecular Biology	CC BY-NC	4.0
10.1101/041723	February 29, 2016	Cell Biology	CC BY-NC	4.0
10.1101/041749	February 29, 2016	Neuroscience	CC BY-NC-ND	4.0
10.1101/041640	February 29, 2016	Systems Biology		
10.1101/041756	February 29, 2016	Neuroscience	CC BY-NC-ND	4.0
10.1101/041624	February 29, 2016	Evolutionary Biology		
10.1101/041699	February 29, 2016	Evolutionary Biology	CC BY-NC	4.0
10.1101/024265	February 29, 2016	Ecology	CC BY	4.0
10.1101/026708	February 28, 2016	Bioinformatics	CC BY-ND	4.0
10.1101/041673	February 28, 2016	Neuroscience	CC BY-NC-ND	4.0
10.1101/041665	February 28, 2016	Microbiology	CC BY-NC-ND	4.0
10.1101/041632	February 28, 2016	Developmental Biology	CC BY-NC-ND	4.0
10.1101/041707	February 28, 2016	Neuroscience	CC BY-NC-ND	4.0
10.1101/041061	February 28, 2016	Neuroscience	CC BY-NC-ND	4.0
10.1101/041616	February 28, 2016	Bioinformatics	CC BY-NC-ND	4.0
10.1101/041608	February 28, 2016	Evolutionary Biology		
10.1101/041541	February 27, 2016	Systems Biology	CC BY-NC-ND	4.0
10.1101/039826	February 27, 2016	Microbiology	CC BY-NC-ND	4.0
10.1101/041459	February 26, 2016	Animal Behavior and Cognition		
10.1101/041400	February 26, 2016	Biophysics	CC BY-NC-ND	4.0
10.1101/041566	February 26, 2016	Bioinformatics	CC BY-ND	4.0
10.1101/041483	February 26, 2016	Genomics	CC BY	4.0
10.1101/041509	February 26, 2016	Systems Biology		
10.1101/041491	February 26, 2016	Systems Biology		
10.1101/041301	February 26, 2016	Neuroscience		
10.1101/041475	February 26, 2016	Genomics	CC BY	4.0
10.1101/041558	February 26, 2016	Microbiology		
10.1101/041467	February 26, 2016	Genomics		
10.1101/041368	February 26, 2016	Neuroscience	CC BY-NC-ND	4.0
10.1101/041525	February 26, 2016	Evolutionary Biology		
10.1101/041277	February 26, 2016	Bioinformatics	CC BY	4.0
10.1101/041434	February 26, 2016	Genetics		
10.1101/041426	February 26, 2016	Systems Biology	CC BY-NC-ND	4.0
10.1101/038711	February 25, 2016	Biochemistry	CC BY	4.0
10.1101/041285	February 25, 2016	Genomics	CC BY	4.0
10.1101/041376	February 25, 2016	Ecology	CC BY-NC	4.0
10.1101/041335	February 25, 2016	Genetics		
10.1101/041327	February 25, 2016	Microbiology	CC BY-NC-ND	4.0
10.1101/041418	February 25, 2016	Genomics	CC BY	4.0
10.1101/039438	February 25, 2016	Ecology		
10.1101/032946	February 25, 2016	Bioinformatics		
10.1101/034694	February 25, 2016	Bioinformatics		
10.1101/026369	February 25, 2016	Evolutionary Biology	CC BY-NC-ND	4.0
10.1101/041244	February 24, 2016	Genetics		
10.1101/041111	February 24, 2016	Genetics		
10.1101/041202	February 24, 2016	Neuroscience		
10.1101/040717	February 24, 2016	Biophysics	CC BY-ND	4.0
10.1101/041186	February 24, 2016	Neuroscience	CC BY-NC-ND	4.0
10.1101/041178	February 24, 2016	Developmental Biology	CC BY	4.0
10.1101/041012	February 24, 2016	Developmental Biology		
10.1101/041152	February 24, 2016	Neuroscience		
10.1101/041095	February 24, 2016	Ecology	CC BY-NC	4.0
10.1101/041145	February 23, 2016	Evolutionary Biology		
10.1101/036657	February 23, 2016	Genetics	CC BY-NC-ND	4.0
10.1101/041079	February 23, 2016	Microbiology	CC BY-ND	4.0
10.1101/040493	February 23, 2016	Genetics	CC BY-NC-ND	4.0
10.1101/035543	February 23, 2016	Genomics	CC BY	4.0
10.1101/040998	February 23, 2016	Plant Biology	CC BY-NC	4.0
10.1101/040956	February 23, 2016	Cell Biology		
10.1101/041004	February 23, 2016	Neuroscience		
10.1101/040741	February 23, 2016	Biochemistry	CC BY-ND	4.0
10.1101/040659	February 23, 2016	Ecology		
10.1101/040964	February 23, 2016	Systems Biology	CC BY	4.0
10.1101/040931	February 23, 2016	Systems Biology	CC BY	4.0
10.1101/040980	February 23, 2016	Evolutionary Biology	CC BY	4.0
10.1101/040923	February 23, 2016	Plant Biology	CC BY-NC-ND	4.0
10.1101/041038	February 23, 2016	Genomics	CC BY-ND	4.0
10.1101/026989	February 23, 2016	Neuroscience	CC BY-NC	4.0
10.1101/030569	February 23, 2016	Bioinformatics	CC BY-ND	4.0
10.1101/023291	February 23, 2016	Neuroscience	CC BY	4.0
10.1101/031781	February 23, 2016	Evolutionary Biology	CC BY-NC-ND	4.0
10.1101/040733	February 22, 2016	Developmental Biology	CC BY-NC-ND	4.0
10.1101/040675	February 22, 2016	Bioinformatics	CC BY	4.0
10.1101/040295	February 22, 2016	Genomics		
10.1101/040592	February 22, 2016	Genomics		
10.1101/040584	February 22, 2016	Genomics	CC BY	4.0
10.1101/040618	February 22, 2016	Evolutionary Biology	CC BY	4.0
10.1101/040626	February 22, 2016	Evolutionary Biology	CC BY-NC-ND	4.0
10.1101/040576	February 22, 2016	Genetics		
10.1101/040667	February 22, 2016	Bioinformatics	CC BY-ND	4.0
10.1101/040600	February 22, 2016	Evolutionary Biology		
10.1101/040634	February 22, 2016	Bioinformatics	CC BY-ND	4.0
10.1101/040352	February 22, 2016	Bioinformatics		
10.1101/040543	February 22, 2016	Plant Biology		
10.1101/040568	February 22, 2016	Genetics	CC BY-NC-ND	4.0
10.1101/024257	February 22, 2016	Evolutionary Biology	CC BY-NC-ND	4.0
10.1101/040527	February 22, 2016	Genomics	CC BY	4.0
10.1101/040519	February 21, 2016	Genomics		
10.1101/039511	February 21, 2016	Genomics	CC BY-NC-ND	4.0
10.1101/040477	February 21, 2016	Bioinformatics	CC BY-NC-ND	4.0
10.1101/040501	February 21, 2016	Plant Biology		
10.1101/040436	February 21, 2016	Cancer Biology	CC BY-NC	4.0
10.1101/040394	February 21, 2016	Genomics		
10.1101/039933	February 20, 2016	Genetics	CC BY-NC-ND	4.0
10.1101/040162	February 19, 2016	Cancer Biology	CC BY-NC-ND	4.0
10.1101/040428	February 19, 2016	Genetics	CC BY-NC-ND	4.0
10.1101/040402	February 19, 2016	Ecology		
10.1101/040246	February 19, 2016	Ecology		
10.1101/040261	February 19, 2016	Bioinformatics	CC BY-NC-ND	4.0
10.1101/040204	February 19, 2016	Ecology	CC BY	4.0
10.1101/040279	February 19, 2016	Cell Biology	CC BY-NC-ND	4.0
10.1101/040014	February 19, 2016	Scientific Communication		
10.1101/040360	February 19, 2016	Ecology		
10.1101/040345	February 19, 2016	Bioinformatics	CC BY-NC-ND	4.0
10.1101/040170	February 19, 2016	Bioinformatics	CC BY-NC-ND	4.0
10.1101/040048	February 19, 2016	Cell Biology	CC BY-ND	4.0
10.1101/040337	February 19, 2016	Cell Biology	CC BY-NC-ND	4.0
10.1101/039503	February 19, 2016	Ecology		
10.1101/037077	February 19, 2016	Genetics		
10.1101/035758	February 19, 2016	Genomics	CC BY-NC-ND	4.0
10.1101/034058	February 19, 2016	Genomics	CC BY-NC-ND	4.0
10.1101/040238	February 19, 2016	Biochemistry	CC BY-NC-ND	4.0
10.1101/040154	February 19, 2016	Evolutionary Biology		
10.1101/040196	February 19, 2016	Bioinformatics	CC BY	4.0
10.1101/040220	February 19, 2016	Ecology	CC BY-NC-ND	4.0
10.1101/040212	February 18, 2016	Cell Biology	CC BY-NC-ND	4.0
10.1101/040188	February 18, 2016	Evolutionary Biology		
10.1101/040121	February 18, 2016	Bioinformatics	CC BY	4.0
10.1101/040030	February 18, 2016	Neuroscience		
10.1101/039883	February 18, 2016	Ecology	CC BY-NC-ND	4.0
10.1101/040097	February 18, 2016	Ecology	CC BY-NC-ND	4.0
10.1101/040105	February 18, 2016	Ecology	CC BY-NC-ND	4.0
10.1101/040139	February 18, 2016	Microbiology		
10.1101/040113	February 18, 2016	Genetics		
10.1101/039800	February 18, 2016	Bioinformatics	CC BY	4.0
10.1101/040022	February 18, 2016	Genomics		
10.1101/028399	February 18, 2016	Genomics	CC BY	4.0
10.1101/040071	February 18, 2016	Bioinformatics		
10.1101/040147	February 18, 2016	Genomics		
10.1101/039834	February 18, 2016	Molecular Biology	CC BY-ND	4.0
10.1101/040089	February 18, 2016	Genetics	CC BY-NC-ND	4.0
10.1101/039925	February 18, 2016	Microbiology	CC BY-NC-ND	4.0
